Day Index,Pageviews
5/25/15,25695.00
5/26/15,18970.00
5/27/15,19509.00
5/28/15,16229.00
5/29/15,13397.00
5/30/15,14665.00
5/31/15,20594.00
6/1/15,20557.00
6/2/15,18784.00
6/3/15,16660.00
6/4/15,16675.00
6/5/15,15122.00
6/6/15,14172.00
6/7/15,19232.00
6/8/15,22698.00
6/9/15,21158.00
6/10/15,18470.00
6/11/15,17861.00
6/12/15,16135.00
6/13/15,14827.00
6/14/15,31061.00
6/15/15,31098.00
6/16/15,26116.00
6/17/15,28178.00
6/18/15,22122.00
6/19/15,18096.00
6/20/15,17874.00
6/21/15,23522.00
6/22/15,25699.00
6/23/15,21508.00
6/24/15,19185.00
6/25/15,18874.00
6/26/15,15932.00
6/27/15,19867.00
6/28/15,28394.00
6/29/15,24972.00
6/30/15,22252.00
7/1/15,21047.00
7/2/15,19249.00
7/3/15,15568.00
7/4/15,17530.00
7/5/15,30329.00
7/6/15,24797.00
7/7/15,24826.00
7/8/15,21232.00
7/9/15,19877.00
7/10/15,15770.00
7/11/15,17517.00
7/12/15,26026.00
7/13/15,26209.00
7/14/15,21979.00
7/15/15,21139.00
7/16/15,25185.00
7/17/15,21125.00
7/18/15,21882.00
7/19/15,29472.00
7/20/15,26996.00
7/21/15,27342.00
7/22/15,20969.00
7/23/15,20900.00
7/24/15,18216.00
7/25/15,17173.00
7/26/15,23153.00
7/27/15,23945.00
7/28/15,20732.00
7/29/15,20056.00
7/30/15,20028.00
7/31/15,19917.00
8/1/15,18248.00
8/2/15,21411.00
8/3/15,23229.00
8/4/15,21860.00
8/5/15,29763.00
8/6/15,20102.00
8/7/15,15928.00
8/8/15,15510.00
8/9/15,21663.00
8/10/15,22823.00
8/11/15,22116.00
8/12/15,19727.00
8/13/15,17859.00
8/14/15,15993.00
8/15/15,16133.00
8/16/15,22260.00
8/17/15,22730.00
8/18/15,21599.00
8/19/15,20655.00
8/20/15,17748.00
8/21/15,16398.00
8/22/15,16577.00
8/23/15,25738.00
8/24/15,21822.00
8/25/15,19916.00
8/26/15,17606.00
8/27/15,16088.00
8/28/15,20255.00
8/29/15,21921.00
8/30/15,26294.00
8/31/15,22458.00
9/1/15,19549.00
9/2/15,18907.00
9/3/15,17005.00
9/4/15,14825.00
9/5/15,19044.00
9/6/15,21280.00
9/7/15,26012.00
9/8/15,23246.00
9/9/15,19373.00
9/10/15,18055.00
9/11/15,16491.00
9/12/15,18786.00
9/13/15,25962.00
9/14/15,20553.00
9/15/15,23652.00
9/16/15,20057.00
9/17/15,16725.00
9/18/15,15508.00
9/19/15,19542.00
9/20/15,26056.00
